satd id,satd instance,project,committer name,Commit Hash,old comment,New Comment,resolution,Method Signature,Method Declaration,Method Body
244,-1413930393,apache/log4j,Ceki Gulcu,86dcb54ec6afeb2ed8e3332e243db749a0d44b2b,None,"
calling ourself should be safe and faster
but why risk it",SATD_ADDED,"format(Date, StringBuffer, FieldPosition)","public StringBuffer format(Date date, StringBuffer sbuf, FieldPosition fieldPosition)","
    if (millisecondStart == UNRECOGNIZED_MILLISECOND_PATTERN) {
        return formatter.format(date, sbuf, fieldPosition);
    }
    long now = date.getTime();
    if (now < previousTime + 1000L && now >= previousTime) {
        if (millisecondStart >= 0) {
            cache.delete(millisecondStart, millisecondStart + 3);
            int millis = (int) (now - previousTime);
            int cacheLength = cache.length();
            // 
            // append milliseconds to the end of the cache
            numberFormat.format(millis, cache, fieldPosition);
            int milliLength = cache.length() - cacheLength;
            // 
            // if it didn't belong at the end, then move it
            if (cacheLength != millisecondStart) {
                String milli = cache.substring(cacheLength);
                cache.setLength(cacheLength);
                cache.insert(millisecondStart, milli);
            }
            for (int i = milliLength; i < 3; i++) {
                cache.insert(millisecondStart, ""0"");
            }
        }
        sbuf.append(cache);
    } else {
        previousTime = (now / 1000L) * 1000L;
        // 
        // if earlier than 1970 and rounded toward 1970
        // then move back one second
        if (now - previousTime < 0) {
            previousTime -= 1000;
        }
        cache.setLength(0);
        formatter.format(new Date(previousTime), cache, fieldPosition);
        millisecondStart = findMillisecondStart(previousTime, cache.toString(), formatter);
        // 
        // calling ourself should be safe and faster
        // but why risk it
        formatter.format(date, sbuf, fieldPosition);
    }
    return sbuf;
"
243,-1413930394,apache/log4j,Curtis William Arnold,12d5aa3ea034cead621b9ff1f0a43e4dabcfe241,None,"
if it didn't belong at the end, then move it",SATD_ADDED,"format(Date, StringBuffer, FieldPosition)","public StringBuffer format(Date date, StringBuffer sbuf, FieldPosition fieldPosition)","
    if (millisecondStart == UNRECOGNIZED_MILLISECOND_PATTERN) {
        return formatter.format(date, sbuf, fieldPosition);
    }
    long now = date.getTime();
    if (now < previousTime + 1000L && now >= previousTime) {
        if (millisecondStart >= 0) {
            cache.delete(millisecondStart, millisecondStart + 3);
            int millis = (int) (now - previousTime);
            int cacheLength = cache.length();
            // 
            // append milliseconds to the end of the cache
            numberFormat.format(millis, cache, fieldPosition);
            int milliLength = cache.length() - cacheLength;
            // 
            // if it didn't belong at the end, then move it
            if (cacheLength != millisecondStart) {
                String milli = cache.substring(cacheLength);
                cache.setLength(cacheLength);
                cache.insert(millisecondStart, milli);
            }
            for (int i = milliLength; i < 3; i++) {
                cache.insert(millisecondStart, ""0"");
            }
        }
    } else {
        previousTime = (now / 1000L) * 1000L;
        // 
        // if earlier than 1970 and rounded toward 1970
        // then move back one second
        if (now - previousTime < 0) {
            previousTime -= 1000;
        }
        int prevLength = cache.length();
        cache.setLength(0);
        formatter.format(date, cache, fieldPosition);
        // 
        // if the length changed then
        // recalculate the millisecond position
        if (cache.length() != prevLength) {
            // 
            // format the previous integral second
            StringBuffer tempBuffer = new StringBuffer(cache.length());
            formatter.format(new Date(previousTime), tempBuffer, fieldPosition);
            // 
            // detect the start of the millisecond field
            millisecondStart = findMillisecondStart(previousTime, tempBuffer.toString(), formatter);
        }
    }
    sbuf.append(cache);
    return sbuf;
"
240,-1413930397,apache/log4j,Paul Jeffrey Smith,feb4cbb673ca53f72ccb05b07a96f66d53a84897,None,"If the systemId is not for us to handle, we delegate to our super
class, at leasts that's the basic idea. However, the code below
needs to be more complicated.",SATD_ADDED,error(SAXParseException),public void error(final SAXParseException spe),"
    errorReport(spe);
"
239,-1413930398,apache/log4j,Ceki Gulcu,e6d0c5a232e2d63de06f5b588cf7c1837141b78a,None,TODO This is clearly bogus.,SATD_ADDED,getActiveFileName(),public String getActiveFileName(),"
    // TODO This is clearly bogus.
    return activeFileName;
"
237,-1413930399,apache/log4j,Jacob Kjome,1e8aeccdd04dc0dfb45e8a9e8a6745952bfb4bcb,None,"POSSIBLE TO-DO: add support for properties
passed to the initial context, e.g. a factory,
to enable things like a remote context.",SATD_ADDED,findNamingContext(),protected void findNamingContext() throws NamingException,"
    if (getNamingContext() != null) {
        LOGGER.warn(""Overwriting existing naming context."");
    }
    // POSSIBLE TO-DO: add support for properties
    // passed to the initial context, e.g. a factory,
    // to enable things like a remote context.
    InitialContext ic = new InitialContext();
    namingContext = (Context) ic.lookup(""java:comp/env"");
"
235,-1413930401,apache/log4j,Ceki Gulcu,559f0829327009ee2d5172011d18056827ff8f62,None,TODO This is clearly bogus.,SATD_ADDED,getActiveFileName(),public String getActiveFileName(),"
    // TODO This is clearly bogus.
    return activeFileName;
"
232,-1413930402,apache/log4j,Ceki Gulcu,441ce6010640df7248bc0df2a40ca41cd02cf9de,"FIXME: What happens if the users wanted to set the additivity flag
for \""org.apahce.log4j\"" to false in the config file? We are now
potentially overriding her wishes but I don't see any other way.","FIXME: What happens if the users wanted to set the additivity flag
for \""org.apahce.log4j\"" to false in the config file? We are now
potentially overriding her wishes but I don't see any other way.",SATD_MOVED_FILE,detachListAppender(LoggerRepository),protected void detachListAppender(LoggerRepository repository),"
    Logger ll = repository.getLogger(Constants.LOG4J_PACKAGE_NAME);
    // FIXME: What happens if the users wanted to set the additivity flag
    // for ""org.apahce.log4j"" to false in the config file? We are now
    // potentially overriding her wishes but I don't see any other way.
    ll.setAdditivity(true);
    ListAppender listAppender = (ListAppender) ll.getAppender(Constants.TEMP_LIST_APPENDER_NAME);
    if (listAppender == null) {
        String errMsg = ""Could not find appender "" + Constants.TEMP_LIST_APPENDER_NAME;
        getLogger(repository).error(errMsg);
        addError(new ErrorItem(errMsg));
        return;
    }
    List eventList = listAppender.getList();
    int size = eventList.size();
    for (int i = 0; i < size; i++) {
        LoggingEvent event = (LoggingEvent) eventList.get(i);
        Logger xLogger = event.getLogger();
        if (event.getLevel().isGreaterOrEqual(xLogger.getEffectiveLevel())) {
            xLogger.callAppenders(event);
        }
    }
    listAppender.clearModel();
    listAppender.close();
    ll.removeAppender(listAppender);
"
231,-1413930403,apache/log4j,Ceki Gulcu,5ce8c4d34da5f4ff1dff4092589833e8fa6c56a9,"FIXME: What happens if the users wanted to set the additivity flag
to false in the config file? We are now potentially overriding her
wishes but I don't see any other way.","FIXME: What happens if the users wanted to set the additivity flag
for \""org.apahce.log4j\"" to false in the config file? We are now
potentially overriding her wishes but I don't see any other way.",SATD_CHANGED,detachListAppender(LoggerRepository),protected void detachListAppender(LoggerRepository repository),"
    ExecutionContext ec = joranInterpreter.getExecutionContext();
    Logger ll = repository.getLogger(Constants.LOG4J_PACKAGE_NAME);
    // FIXME: What happens if the users wanted to set the additivity flag
    // for ""org.apahce.log4j"" to false in the config file? We are now
    // potentially overriding her wishes but I don't see any other way.
    ll.setAdditivity(true);
    ListAppender listAppender = (ListAppender) ll.getAppender(Constants.TEMP_LIST_APPENDER_NAME);
    if (listAppender == null) {
        String errMsg = ""Could not find appender "" + Constants.TEMP_LIST_APPENDER_NAME;
        getLogger().error(errMsg);
        ec.addError(new ErrorItem(errMsg));
        return;
    }
    List eventList = listAppender.getList();
    int size = eventList.size();
    for (int i = 0; i < size; i++) {
        LoggingEvent event = (LoggingEvent) eventList.get(i);
        Logger xLogger = event.getLogger();
        if (event.getLevel().isGreaterOrEqual(xLogger.getEffectiveLevel())) {
            xLogger.callAppenders(event);
        }
    }
    listAppender.clearModel();
    listAppender.close();
    ll.removeAppender(listAppender);
"
230,-1413930403,apache/log4j,Ceki Gulcu,3605f1464cd0ddde0bca8aa270fbe6e6e63edaaa,None,"FIXME: What happens if the users wanted to set the additivity flag
to false in the config file? We are now potentially overriding her
wishes but I don't see any other way.",SATD_ADDED,detachListAppender(LoggerRepository),protected void detachListAppender(LoggerRepository repository),"
    ExecutionContext ec = joranInterpreter.getExecutionContext();
    Logger ll = repository.getLogger(Constants.LOG4J_PACKAGE_NAME);
    // FIXME: What happens if the users wanted to set the additivity flag
    // to false in the config file? We are now potentially overriding her
    // wishes but I don't see any other way.
    ll.setAdditivity(true);
    ListAppender listAppender = (ListAppender) ll.getAppender(Constants.TEMP_LIST_APPENDER_NAME);
    if (listAppender == null) {
        String errMsg = ""Could not find appender "" + Constants.TEMP_LIST_APPENDER_NAME;
        getLogger().error(errMsg);
        ec.addError(new ErrorItem(errMsg));
        return;
    }
    List eventList = listAppender.getList();
    int size = eventList.size();
    for (int i = 0; i < size; i++) {
        LoggingEvent event = (LoggingEvent) eventList.get(i);
        Logger xLogger = event.getLogger();
        if (event.getLevel().isGreaterOrEqual(xLogger.getEffectiveLevel())) {
            xLogger.callAppenders(event);
        }
    }
    listAppender.clearModel();
    listAppender.close();
    ll.removeAppender(listAppender);
"
226,-1413930404,apache/log4j,Ceki Gulcu,2fefbb9bbeb0a094d22ae551e317e3ab425efed4,None,TODO probable should log that we're closing each appender,SATD_ADDED,close(),public void close(),"
    // TODO probable should log that we're closing each appender
    for (Iterator iter = multiplexedAppenders.values().iterator(); iter.hasNext(); ) {
        Appender appender = (Appender) iter.next();
        appender.close();
    }
"
225,-1413930405,apache/log4j,Ceki Gulcu,2fefbb9bbeb0a094d22ae551e317e3ab425efed4,None,TODO check this is correct,SATD_ADDED,requiresLayout(),public boolean requiresLayout(),"
    // TODO check this is correct
    return true;
"
224,-1413930406,apache/log4j,Ceki Gulcu,2fefbb9bbeb0a094d22ae551e317e3ab425efed4,None,TODO work out how the Selector has it's AppenderFactory configured by Joran,SATD_ADDED,activateOptions(),public void activateOptions(),"
    // check that we have a selector of something at this point
    if (getSelector() == null) {
        throw new IllegalStateException(""Should have had a Selector defined at this point"");
    }
// TODO work out how the Selector has it's AppenderFactory configured by Joran
"
223,-1413930407,apache/log4j,Ceki Gulcu,2fefbb9bbeb0a094d22ae551e317e3ab425efed4,None,TODO ?,SATD_ADDED,activateOptions(),public void activateOptions(),"
// TODO ?
"
222,-1413930408,apache/log4j,Ceki Gulcu,2fefbb9bbeb0a094d22ae551e317e3ab425efed4,None,TODO we need a test that tests when the MDC value is null/not found,SATD_ADDED,testcreateMDCAndDailyRollingAppenderFactory(),public void testcreateMDCAndDailyRollingAppenderFactory(),"
    AppenderFactory factory = AppenderFactoryUtils.createMDCAndDailyRollingAppenderFactory(""output/standardMDC"", ""User"", new PatternLayout(""%m%n""));
    MDC.put(""User"", ""Bob"");
    LoggingEvent e = new LoggingEvent();
    RollingFileAppender appender = (RollingFileAppender) factory.create(e);
    assertEquals(appender.getTriggeringPolicy().getClass(), TimeBasedRollingPolicy.class);
// TimeBasedRollingPolicy policy =(TimeBasedRollingPolicy) appender.getTriggeringPolicy();
"
221,-1413930409,apache/log4j,Ceki Gulcu,89a43cf272908b3c94312ed074568039c7121f30,None,io exception - probably shut down,SATD_ADDED,activateOptions(),public void activateOptions(),"
    new Thread(new Runnable() {

        public void run() {
            initialize();
            try {
                reader = new InputStreamReader(new URL(getFileURL()).openStream());
            } catch (IOException ioe) {
                LogLog.debug(""exception"", ioe);
                return;
            }
            try {
                process(reader);
            } catch (IOException ioe) {
                // io exception - probably shut down
                LogLog.debug(""stream closed"");
            }
        }
    }).start();
"
220,-1413930410,apache/log4j,Ceki Gulcu,31836fb3952ef3022b72bf346adea8164473c5e3,None,"this should work, shouldn't it?",SATD_ADDED,"setClassName(LocationInfo, Object)"," static void setClassName(LocationInfo li, Object location)","
    try {
        li.className = (String) getClassName.invoke(location, nullArgs);
    } catch (Throwable e) {
    }
// this should work, shouldn't it?
"
219,-1413930411,apache/log4j,Yoav Shapira,d8530a7ba0a823db98022edabcc018e5864ab2a5,None,TODO work out a better way of decorating a component,SATD_ADDED,decorateComponent(),private void decorateComponent(),"
    // TODO work out a better way of decorating a component
    guiTarget.setBorder(BorderFactory.createLineBorder(Color.black));
"
218,-1413930496,apache/log4j,Yoav Shapira,d8530a7ba0a823db98022edabcc018e5864ab2a5,TODO Handle the error with a nice msg,TODO Handle the error with a nice msg,CLASS_OR_METHOD_CHANGED,"importURL(ChainsawAppenderHandler, Decoder, String, URL)","public static void importURL(final ChainsawAppenderHandler handler, final Decoder decoder, String name, URL url)","
    Map additionalProperties = new HashMap();
    additionalProperties.put(Constants.HOSTNAME_KEY, ""file"");
    additionalProperties.put(Constants.APPLICATION_KEY, name);
    decoder.setAdditionalProperties(additionalProperties);
    final URL urlToUse = url;
    new Thread(new Runnable() {

        public void run() {
            try {
                Vector events = decoder.decode(urlToUse);
                Iterator iter = events.iterator();
                while (iter.hasNext()) {
                    handler.append((LoggingEvent) iter.next());
                }
            } catch (IOException e1) {
                // TODO Handle the error with a nice msg
                LOG.error(e1);
            }
        }
    }).start();
"
216,-1413930412,apache/log4j,Ceki Gulcu,a18b74108260ddfa7ca6e13ce8400dcbfe29b68a,None,TODO UDPAppender throws NullPointerException if the layout is not set,SATD_ADDED,append(LoggingEvent),public void append(LoggingEvent event),"
    if (inError) {
        return;
    }
    if (event == null) {
        return;
    }
    if (address == null) {
        errorHandler.error(""No remote host is set for UDPAppender named \"""" + this.name + ""\""."");
        return;
    }
    if (outSocket != null) {
        // if the values already exist, don't set (useful when forwarding from a simplesocketserver
        if ((overrideProperties != null) && overrideProperties.equalsIgnoreCase(""true"")) {
            event.setProperty(Constants.HOSTNAME_KEY, hostname);
            if (application != null) {
                event.setProperty(Constants.APPLICATION_KEY, application);
            }
        }
        try {
            // TODO UDPAppender throws NullPointerException if the layout is not set
            StringBuffer buf = new StringBuffer(layout.format(event));
            // the implementation of string.getBytes accepts a null encoding and uses the system charset
            DatagramPacket dp = new DatagramPacket(buf.toString().getBytes(encoding), buf.length(), address, port);
            outSocket.send(dp);
            // remove these properties, in case other appenders need to set them to different values
            event.setProperty(Constants.HOSTNAME_KEY, null);
            event.setProperty(Constants.APPLICATION_KEY, null);
        } catch (IOException e) {
            outSocket = null;
            LogLog.warn(""Detected problem with UDP connection: "" + e);
        }
    }
"
214,-1413930413,apache/log4j,Ceki Gulcu,e7ec8973dc4c7618cd9dab379e2a5426a1292e40,None,TODO UDPAppender throws NullPointerException if the layout is not set,SATD_ADDED,activateOptions(),public void activateOptions(),"
    try {
        hostname = InetAddress.getLocalHost().getHostName();
    } catch (UnknownHostException uhe) {
        try {
            hostname = InetAddress.getLocalHost().getHostAddress();
        } catch (UnknownHostException uhe2) {
            hostname = ""unknown"";
        }
    }
    // allow system property of application to be primary
    if (application == null) {
        application = System.getProperty(Constants.APPLICATION_KEY);
    } else {
        if (System.getProperty(Constants.APPLICATION_KEY) != null) {
            application = application + ""-"" + System.getProperty(Constants.APPLICATION_KEY);
        }
    }
    // if not passed in, allow null app (app property won't be set)
    connect(address, port);
"
212,-1413930415,apache/log4j,Paul Jeffrey Smith,ce1a5b525e7b67ab216b383b66e3f32372cc0f69,None,"TODO CG better errorHandling code here
no point in continuing",SATD_ADDED,"fillEventIDArray(Connection, Statement)"," void fillEventIDArray(Connection connection, Statement insertStatement) throws SQLException","
    // if (connectionSource.supportsGetGeneratedKeys()) {
    if (true) {
        ResultSet keyRS = insertStatement.getGeneratedKeys();
        ResultSetMetaData rsmd = keyRS.getMetaData();
        LogLog.info("" numberOfColumns = "" + rsmd.getColumnCount());
        int i = 0;
        while (keyRS.next()) {
            int id = keyRS.getInt(1);
            LogLog.info(""**filling id ="" + id);
            eventIDArray[i++] = id;
            ;
        }
        if (i != eventsBuffer.size()) {
            LogLog.error(""Number of inserted objects do not match."");
            // TODO CG better errorHandling code here
            // no point in continuing
            LogLog.error(""number of found events: "" + i + "" bufferSize="" + eventsBuffer.size());
        // throw new IllegalStateException(""Programming error. Number of inserted objects do not match."");
        }
    } else {
        Statement idStatement = connection.createStatement();
        idStatement.setMaxRows(1);
        ResultSet rs = idStatement.executeQuery(sqlDialect.getSelectInsertId());
        rs.first();
        eventIDArray[0] = rs.getInt(1);
    }
"
211,-1413930416,apache/log4j,Paul Jeffrey Smith,a06357e45797002cb00c6c23590b20f68665c149,None,"TODO Work out WTF is going on with this PopupListener not being
picked up....
TODO Work out WTF is going on with the split pane and the setVisible
like it used to do in LogPanel",SATD_ADDED,shutdown(),public void shutdown(),"
    if (fileSystemManager != null) {
        fileSystemManager.close();
    }
"
209,-1413930418,apache/log4j,Ceki Gulcu,130b3181d10b8f89ee785ff0a0e608b9c3001ca3,TODO CG The conversion of levelStr should be more general,TODO CG The conversion of levelStr should be more general,SATD_MOVED_FILE,execute(),public void execute(),"
    LogLog.info(""DBReceiverJob.execute() called"");
    Connection connection = null;
    try {
        Logger logger;
        LoggerRepository loggerRepository = parentDBReceiver.getLoggerRepository();
        connection = parentDBReceiver.connectionSource.getConnection();
        StringBuffer sql = new StringBuffer();
        sql.append(""SELECT "");
        sql.append(""sequence_number, "");
        sql.append(""timestamp, "");
        sql.append(""rendered_message, "");
        sql.append(""logger_name, "");
        sql.append(""level_string, "");
        sql.append(""ndc, "");
        sql.append(""thread_name, "");
        sql.append(""reference_flag, "");
        sql.append(""caller_filename, "");
        sql.append(""caller_class, "");
        sql.append(""caller_method, "");
        sql.append(""caller_line, "");
        sql.append(""event_id "");
        sql.append(""FROM logging_event "");
        // have subsequent SELECTs start from we left off last time
        sql.append("" WHERE event_id > "" + lastId);
        sql.append("" ORDER BY event_id ASC"");
        Statement statement = connection.createStatement();
        ResultSet rs = statement.executeQuery(sql.toString());
        rs.beforeFirst();
        while (rs.next()) {
            LoggingEvent event = new LoggingEvent();
            long id;
            event.setSequenceNumber(rs.getLong(1));
            event.setTimeStamp(rs.getLong(2));
            event.setRenderedMessage(rs.getString(3));
            event.setLoggerName(rs.getString(4));
            String levelStr = rs.getString(5);
            // TODO CG The conversion of levelStr should be more general
            Level level = Level.toLevel(levelStr);
            event.setLevel(level);
            event.setNDC(rs.getString(6));
            event.setThreadName(rs.getString(7));
            short mask = rs.getShort(8);
            String fileName = rs.getString(9);
            String className = rs.getString(10);
            String methodName = rs.getString(11);
            String lineNumber = rs.getString(12).trim();
            if (fileName.equals(LocationInfo.NA)) {
                event.setLocationInformation(LocationInfo.NA_LOCATION_INFO);
            } else {
                event.setLocationInformation(new LocationInfo(fileName, className, methodName, lineNumber));
            }
            id = rs.getLong(13);
            lastId = id;
            // Scott asked for this info to be
            event.setProperty(Constants.LOG4J_ID_KEY, Long.toString(id));
            if ((mask & DBHelper.PROPERTIES_EXIST) != 0) {
                getProperties(connection, id, event);
            }
            if ((mask & DBHelper.EXCEPTION_EXISTS) != 0) {
                getException(connection, id, event);
            }
            if (!parentDBReceiver.isPaused()) {
                parentDBReceiver.doPost(event);
            }
        }
        // while
        statement.close();
        statement = null;
    } catch (SQLException sqle) {
        LogLog.error(""Problem receiving events"", sqle);
    } finally {
        closeConnection(connection);
    }
"
208,-1413930419,apache/log4j,Paul Jeffrey Smith,131bc4d7010ed8aef9af2aa03839f8852f3d704d,None,TODO should all columns be sorted?  I think so...,SATD_ADDED,isSortable(int),public boolean isSortable(int col),"
    // TODO should all columns be sorted?  I think so...
    return true;
"
207,-1413930422,apache/log4j,Paul Jeffrey Smith,131bc4d7010ed8aef9af2aa03839f8852f3d704d,TODO format should come from a preference model,// TODO format should come from a preference model,SATD_CHANGED,formatFileSize(double),private Object formatFileSize(double size),"
    // // TODO format should come from a preference model
    if (size < 1024) {
        return nf.format(size);
    } else if (size < 1024 * 1024) {
        return nf.format((size / 1024)) + ""kb"";
    } else {
        return nf.format(size / (1024 * 1024)) + ""Mb"";
    }
"
206,-1413930420,apache/log4j,Paul Jeffrey Smith,e158902f9ab222b4ef4afc1fac5269d7f24fb1bd,None,TODO load the pref model from preference storage,SATD_ADDED,shutdown(),public void shutdown(),"
    if (fileSystemManager != null) {
        fileSystemManager.close();
    }
"
205,-1413930421,apache/log4j,Paul Jeffrey Smith,e158902f9ab222b4ef4afc1fac5269d7f24fb1bd,"TODO replace this with an explicit call to pre-select the firs node in the tree, which
would then trigger the look for children","Add the authors of the java.io.File class to the list of people to \""have a word\"" with... This is ridiculous...",SATD_REMOVED,shutdown(),public void shutdown(),"
    if (fileSystemManager != null) {
        fileSystemManager.close();
    }
"
204,-1413930421,apache/log4j,Paul Jeffrey Smith,ae5a19796d81ba878d522fa09787980f9924636e,None,"TODO replace this with an explicit call to pre-select the firs node in the tree, which
would then trigger the look for children",SATD_ADDED,shutdown(),public void shutdown(),"
    if (fileSystemManager != null) {
        fileSystemManager.close();
    }
"
202,-1413930422,apache/log4j,Paul Jeffrey Smith,654f33b2f16afa399586d0c69e0d0fd1665656db,None,TODO format should come from a preference model,SATD_ADDED,formatFileSize(double),private Object formatFileSize(double size),"
    // TODO format should come from a preference model
    if (size < 1024) {
        return nf.format(size);
    } else if (size < 1024 * 1024) {
        return nf.format((size / 1024)) + ""kb"";
    } else {
        return nf.format(size / (1024 * 1024)) + ""Mb"";
    }
"
200,-1413930423,apache/log4j,Paul Jeffrey Smith,064c29a9f0666a465b3ca89808365d2d9aa86ed1,None,TODO feedback to the user about the error...,SATD_ADDED,"lookForChildren(JTree, DefaultMutableTreeNode)"," static void lookForChildren(final JTree tree, final DefaultMutableTreeNode node)","
    Object object = node.getUserObject();
    if (!(object instanceof VFSNode)) {
        return;
    }
    final VFSNode vfsNode = (VFSNode) object;
    Thread thread = new Thread(new BackgroundChildFileObjectPopulator(tree, node, vfsNode));
    thread.setPriority(Thread.MIN_PRIORITY);
    thread.start();
"
199,-1413930424,apache/log4j,Paul Jeffrey Smith,e95b32c28f38b2b41972ae0eb1cbb23cbdccdba4,None,"TODO display name, but with Schema too",SATD_ADDED,toString(),public String toString(),"
    // TODO display name, but with Schema too
    return getName();
"
198,-1413930425,apache/log4j,Paul Jeffrey Smith,5f1358759db4a4bb599f835af6a13afc21d9565e,None,"TODO this should also be fixed up, as VFS bits and pieces might not be built in an Ant build when they don't have all the VFS jars local",SATD_ADDED,showSplash(Frame),private static final void showSplash(Frame owner),"
    splash = new ChainsawSplash(owner);
    SwingHelper.centerOnScreen(splash);
    splash.setVisible(true);
"
197,-1413930426,apache/log4j,Paul Jeffrey Smith,e7a45e09af8c6312a340f607b1425453e5284d7d,None,"TODO This seems really lame to have to do this, but there you go...",SATD_ADDED,determineSupportedFileSystems(),private void determineSupportedFileSystems(),"
    // TODO This seems really lame to have to do this, but there you go...
    String[] schemes = new String[] { ""file"", ""zip"", ""jar"", ""sftp"", ""http"", ""https"", ""ftp"", ""CIFS"" };
    for (int i = 0; i < schemes.length; i++) {
        String scheme = schemes[i];
        try {
            if (fileSystemManager.hasProvider(scheme)) {
                supportedSchemes.add(scheme);
                LogLog.info(""VFS scheme '"" + scheme + ""' supported"");
            } else {
                LogLog.error(""VFS scheme '"" + scheme + ""' NOT supported"");
            }
        } catch (Exception e) {
            LogLog.error(""Failed test for VFS scheme '"" + scheme + ""'"", e);
        }
    }
"
196,-1413930427,apache/log4j,Ceki Gulcu,d9e80a3a2136205e71d99ab93a27d8a83aa9b006,None,"TODO CG Remove these commented out lines
/**
Alternate constructor to allow a string array to be passed in as the throwable.
/
public LoggingEvent(String fqnOfCategoryClass, Logger logger, long timeStamp, Level level, String threadName,",SATD_ADDED,equals(Object),public boolean equals(Object rObject),"
    if (this == rObject) {
        return true;
    }
    if (!(rObject instanceof LoggingEvent)) {
        return false;
    }
    LoggingEvent rEvent = (LoggingEvent) rObject;
    if (timeStamp != rEvent.timeStamp) {
        return false;
    }
    if (sequenceNumber != rEvent.sequenceNumber) {
        return false;
    }
    // If both the timestamp and the sequenceNumber are equal than the objects
    // are assumed to be equal.
    return true;
"
195,-1413930428,apache/log4j,Ceki Gulcu,42f1290ae7de2687560d1f850fd8dc21eb09d7f2,None,TODO CG The conversion of levelStr should be more general,SATD_ADDED,execute(),public void execute(),"
    LogLog.info(""in DBReceiverJob.execute()"");
    try {
        Logger logger;
        LoggerRepository loggerRepository = getLoggerRepository();
        Connection connection = connectionSource.getConnection();
        StringBuffer sql = new StringBuffer();
        sql.append(""SELECT sequence_number, timestamp, rendered_message, "");
        sql.append(""logger_name, level_string, ndc, thread_name, "");
        sql.append(""reference_flag, id from logging_event"");
        Statement statement = connection.createStatement();
        ResultSet rs = statement.executeQuery(sql.toString());
        rs.first();
        while (rs.next()) {
            LoggingEvent event = new LoggingEvent();
            long id;
            event.setSequenceNumber(rs.getLong(1));
            event.setTimeStamp(rs.getLong(2));
            event.setRenderedMessage(rs.getString(3));
            event.setLoggerName(rs.getString(4));
            String levelStr = rs.getString(5);
            // TODO CG The conversion of levelStr should be more general
            Level level = Level.toLevel(levelStr);
            event.setLevel(level);
            event.setNDC(rs.getString(6));
            event.setThreadName(rs.getString(7));
            short mask = rs.getShort(8);
            id = rs.getLong(9);
            // event.setProperty(""id"", Long.toString(id));
            if ((mask & DBHelper.PROPERTIES_EXIST) != 0) {
                getProperties(connection, id, event);
            }
            if ((mask & DBHelper.EXCEPTION_EXISTS) != 0) {
                getException(connection, id, event);
            }
            if (!DBReceiver.this.isPaused()) {
                DBReceiver.this.doPost(event);
            }
        }
    } catch (SQLException sqle) {
        LogLog.error(""Problem receiving events"", sqle);
    }
"
192,-1413930429,apache/log4j,Ceki Gulcu,a1d858e57403bd741f7283451551370685f0aebc,None,TODO: the rest of the tests could be skipped and we could just return true.,SATD_ADDED,equals(Object),public boolean equals(Object rObject),"
    if (this == rObject) {
        return true;
    }
    if (!(rObject instanceof LoggingEvent)) {
        return false;
    }
    LoggingEvent rEvent = (LoggingEvent) rObject;
    if (timeStamp != rEvent.timeStamp) {
        return false;
    }
    if (sequenceNumber != rEvent.sequenceNumber) {
        return false;
    }
    // TODO: the rest of the tests could be skipped and we could just return true.
    // level cannot be null
    if (level != rEvent.level) {
        return false;
    }
    // threadName can be null after all
    if (threadName == null) {
        if (rEvent.threadName != null) {
            return false;
        }
    } else if (!threadName.equals(rEvent.threadName)) {
        return false;
    }
    if (message == null) {
        if (rEvent.message != null) {
            return false;
        }
    } else if (!message.equals(rEvent.message)) {
        return false;
    }
    if (properties == null) {
        if (rEvent.message != null) {
            return false;
        }
    } else if (!properties.equals(rEvent.properties)) {
        return false;
    }
    if (mdcCopy == null) {
        if (rEvent.mdcCopy != null) {
            return false;
        }
    } else if (!mdcCopy.equals(rEvent.mdcCopy)) {
        return false;
    }
    if (ndc == null) {
        if (rEvent.ndc != null) {
            return false;
        }
    } else if (!ndc.equals(rEvent.ndc)) {
        return false;
    }
    if (throwableInfo == null) {
        if (rEvent.throwableInfo != null) {
            return false;
        }
    } else if (!throwableInfo.equals(rEvent.throwableInfo)) {
        return false;
    }
    if (locationInfo == null) {
        if (rEvent.locationInfo != null) {
            return false;
        }
    } else if (!locationInfo.equals(rEvent.locationInfo)) {
        return false;
    }
    // we can now safely assume that the two events are equal.
    return true;
"
